 294.9	 296.8	 301.1	 318.8  	338.8	 346.6
 363.7	 372.9	 385.9	 436	 437	 441.6
 449.8	 449.8	 449.8	 452.5	 461.1	 476.5
 491.2	 494.3	 495.4	 502.2	 507.8	  510.6
 517.4	 518.8	 521.8	 521.8 	 524.6	 526.1
 530.4	 533.5	 534.5	 534.8	 535.4	 536.3
 537.6	 539.5	 539.9	 540.9	 540.9	 540.9
 555.9	 561.9	 575	 593.9	 625.5	 679.8
 687.5	 692.5	 716.8	 728.9	 730.7	 732.2
